cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,temperature_c,humidity_pct,strip_age_days,dose_ppm_min
204.46,192.94,170.38,78.42,0.3,12.82,40.0,16.9,80.0,17.99,18.2,68.6,11.4,186.6
150.18,133.19,109.03,56.52,2.51,15.39,36.0,27.5,58.8,40.04,32.8,33.2,30.1,505.4
117.93,99.7,77.52,43.43,3.74,15.31,34.0,33.7,46.3,53.05,34.1,68.8,35.7,695.4
75.9,55.98,39.31,25.28,6.32,13.84,28.0,48.6,29.8,71.12,15.0,83.9,32.2,1412.3
206.4,194.14,171.09,78.91,0.49,13.15,40.0,16.9,80.8,17.59,25.3,74.8,53.0,175.6
129.02,111.41,86.22,48.01,2.87,16.59,34.0,33.3,50.6,48.64,34.1,85.0,32.2,580.1
78.9,62.57,43.28,27.69,4.03,14.54,34.0,45.5,31.0,68.63,26.5,36.6,18.3,1368.9
209.87,198.53,178.75,80.49,0.66,11.33,38.0,14.9,82.4,15.68,23.0,46.3,49.3,166.6
104.67,84.49,64.19,37.43,5.15,15.01,30.0,39.2,41.2,59.06,22.5,59.7,15.7,932.2
239.29,233.3,213.95,92.44,-1.22,10.12,46.0,10.6,93.7,4.11,25.4,38.3,41.9,23.1
145.97,128.3,104.57,54.69,2.9,15.37,34.0,28.2,57.3,41.87,27.2,48.3,40.4,551.0
119.66,100.47,76.84,43.81,3.94,16.27,32.0,35.7,47.1,52.81,32.2,50.0,26.4,735.3
200.13,188.49,167.47,76.85,0.6,12.11,38.0,16.5,78.4,19.4,20.7,56.8,10.2,210.6
116.14,95.63,74.01,42.02,4.89,15.48,32.0,36.1,45.5,54.54,25.8,48.5,37.6,821.9
206.29,196.6,175.04,79.62,-0.23,12.04,42.0,14.9,80.8,16.68,17.1,66.1,14.0,166.2
246.03,241.47,222.55,95.2,-1.65,9.67,46.0,9.4,96.5,2.39,27.9,60.8,49.8,0.0
176.71,162.5,139.22,67.43,1.32,13.99,36.0,21.6,69.4,29.01,27.8,67.1,29.5,303.9
240.8,234.68,212.89,92.88,-1.57,11.31,48.0,11.8,94.5,4.4,32.3,54.7,35.3,23.0
76.94,57.68,42.29,25.98,6.11,12.86,28.0,45.5,30.2,70.35,30.7,47.7,30.4,1355.2
88.67,72.75,51.11,31.99,3.28,15.49,34.0,42.7,34.9,64.4,29.0,84.4,1.6,996.0
83.47,65.29,46.55,29.1,4.92,14.42,30.0,43.5,32.5,67.26,24.4,70.4,57.0,1237.1
160.57,142.94,119.68,60.35,2.81,14.8,34.0,25.5,63.1,36.19,32.3,73.6,9.9,390.4
80.48,63.14,46.37,28.11,4.84,13.14,30.0,42.4,31.4,68.15,37.4,79.0,59.7,1151.8
244.77,240.18,224.2,94.82,-1.16,8.26,46.0,8.6,96.1,2.17,30.4,60.5,1.3,0.0
246.69,241.91,222.23,95.35,-1.69,10.07,48.0,10.2,96.9,2.52,26.7,55.6,26.5,0.0
245.08,240.19,222.59,94.81,-1.32,9.08,46.0,9.0,96.1,2.18,31.2,53.2,34.7,0.0
61.49,44.65,30.34,19.86,5.51,12.27,30.0,51.0,23.9,76.37,26.4,52.1,20.6,1674.8
91.53,71.59,52.16,32.0,5.48,14.9,30.0,43.5,36.1,64.46,27.4,65.7,4.0,1050.8
193.0,179.07,156.41,73.56,1.23,13.37,38.0,19.2,75.7,22.87,27.9,36.0,5.1,253.0
144.72,123.28,102.3,53.16,4.91,14.54,30.0,29.8,56.9,43.42,17.9,37.2,48.2,644.5
126.88,104.96,84.45,45.97,5.48,14.81,30.0,33.7,49.8,50.61,23.1,67.6,37.4,695.9
196.06,186.16,161.89,75.78,-0.55,13.57,42.0,17.3,76.9,20.76,26.9,56.6,33.6,212.4
196.58,181.7,159.52,74.62,1.65,13.22,36.0,18.8,77.3,21.82,20.3,74.1,8.6,222.8
147.37,129.98,107.66,55.35,2.97,14.53,34.0,26.7,57.6,41.1,28.7,73.3,25.3,480.7
142.74,125.85,104.65,53.72,2.97,13.93,34.0,26.7,56.1,42.64,28.0,50.3,22.5,539.0
82.84,63.91,45.99,28.61,5.42,14.11,30.0,44.7,32.5,67.76,26.9,63.5,7.9,1188.1
116.14,96.46,73.53,42.25,4.32,16.07,32.0,36.1,45.5,54.35,25.3,29.5,57.5,905.8
245.29,239.93,223.0,94.77,-1.05,8.82,46.0,9.0,96.1,1.99,29.2,74.4,38.8,0.0
101.69,84.18,63.6,37.01,3.91,14.74,32.0,37.3,40.0,59.37,31.3,20.0,48.5,1032.1
234.38,227.61,209.83,90.54,-0.69,9.49,46.0,10.2,91.8,5.61,19.0,63.5,3.5,41.6
154.19,139.34,116.13,58.71,1.72,14.46,36.0,24.7,60.4,37.71,19.7,67.8,53.6,484.4
128.31,106.18,85.63,46.48,5.54,14.83,28.0,32.9,50.2,50.12,20.6,61.0,24.1,700.6
72.62,55.0,38.81,24.58,5.29,13.16,28.0,46.7,28.6,71.7,36.9,72.3,26.4,1240.8
146.57,129.06,107.0,55.01,3.07,14.42,34.0,27.1,57.6,41.43,23.6,64.1,43.4,525.9
155.52,138.09,114.24,58.46,2.68,15.19,34.0,27.1,61.2,38.11,27.7,65.5,29.7,440.7
245.74,240.73,221.42,94.97,-1.55,9.92,48.0,10.2,96.5,2.47,21.4,78.9,30.8,0.0
244.28,240.12,222.37,94.73,-1.6,9.07,50.0,9.0,95.7,2.46,22.2,52.2,18.1,0.0
212.24,202.46,180.87,81.74,-0.2,12.0,40.0,14.5,83.1,14.59,37.0,59.2,32.5,121.9
147.04,135.11,107.69,56.72,-0.05,16.4,42.0,26.7,57.6,39.97,20.7,64.5,9.6,506.8
196.06,181.72,158.91,74.56,1.35,13.47,38.0,18.8,76.9,21.92,39.3,37.6,54.6,223.3
84.25,66.82,45.89,29.63,4.23,15.55,34.0,45.1,32.9,66.8,20.5,64.3,40.5,1235.3
60.88,42.92,30.33,19.25,6.38,11.45,26.0,51.0,23.9,77.01,26.2,48.8,10.9,1798.4
111.7,90.83,68.72,40.09,5.07,15.97,30.0,38.4,43.9,56.53,27.8,51.1,13.1,856.7
106.69,87.54,66.18,38.56,4.48,15.35,32.0,38.4,42.0,57.93,26.6,84.4,29.4,815.1
207.46,197.14,175.22,79.86,-0.05,12.29,42.0,15.3,81.2,16.48,24.1,60.3,50.5,165.6
198.35,185.19,164.19,75.77,1.18,12.34,38.0,17.3,77.6,20.52,39.0,67.0,36.0,183.9
52.62,38.16,23.75,16.54,4.53,12.16,28.0,54.9,20.8,79.62,30.7,70.4,46.4,1970.2
115.9,98.41,76.03,42.82,3.41,15.35,34.0,34.5,45.5,53.64,32.0,54.8,58.1,800.3
196.56,184.06,161.08,75.26,0.63,13.28,38.0,18.4,77.3,21.18,30.0,78.5,8.8,194.5
186.34,172.47,148.71,71.1,1.07,14.03,38.0,20.0,72.9,25.41,16.7,70.4,30.5,276.9
122.9,103.13,82.64,45.01,4.59,14.51,30.0,32.5,48.2,51.45,26.9,76.2,21.6,672.0
156.97,138.59,114.56,58.73,3.04,15.41,34.0,26.7,61.6,37.9,29.6,47.4,30.8,463.4
203.02,192.97,170.0,78.3,-0.3,12.84,42.0,16.1,79.6,18.13,15.0,54.2,52.0,203.6
90.43,72.36,49.81,32.05,4.18,16.41,34.0,44.3,35.3,64.48,37.4,57.9,15.7,994.0
94.47,76.81,54.09,33.89,3.85,16.27,34.0,42.7,36.9,62.62,22.0,55.4,26.2,1075.0
216.37,207.68,184.37,83.49,-0.88,12.66,46.0,14.9,84.7,13.11,29.3,55.8,27.7,117.7
212.68,200.87,180.16,81.35,0.68,11.83,38.0,15.7,83.5,14.92,26.8,49.5,46.0,148.0
101.14,80.13,62.49,35.76,5.99,13.73,28.0,38.4,39.6,60.67,36.2,45.0,38.7,930.3
64.6,46.92,34.08,21.03,6.05,11.39,26.0,47.8,25.5,75.21,23.7,67.3,33.7,1606.6
66.82,48.9,34.82,21.93,5.93,12.14,26.0,47.8,26.3,74.34,33.5,57.5,13.1,1469.0
208.95,196.95,174.52,79.92,0.49,12.76,38.0,16.1,82.0,16.51,24.2,72.8,39.9,158.8
169.68,154.74,129.9,64.54,1.42,15.04,38.0,23.5,66.7,32.05,27.8,65.7,12.9,352.6
114.79,95.98,73.94,41.98,4.07,15.44,32.0,35.7,45.1,54.52,37.9,53.1,47.8,753.7
112.02,92.48,68.57,40.59,4.21,16.73,32.0,38.4,43.9,56.07,34.2,54.6,32.0,801.3
152.41,135.42,109.25,57.34,2.19,16.43,36.0,28.2,59.6,39.4,25.3,76.8,2.1,463.3
193.09,180.59,158.27,74.0,0.74,12.99,40.0,18.0,75.7,22.36,29.2,66.1,13.0,214.5
74.74,57.89,41.08,25.75,4.75,13.28,30.0,45.5,29.4,70.51,30.6,51.1,5.7,1330.7
179.02,166.42,139.96,68.68,0.2,15.36,40.0,22.0,70.2,28.05,27.6,52.6,27.1,314.5
82.47,67.13,50.46,29.61,3.82,12.6,32.0,39.2,32.2,66.57,27.3,63.9,51.4,1197.7
84.08,62.6,45.45,28.36,6.78,14.15,28.0,46.3,32.9,68.13,31.4,41.1,10.0,1236.0
81.21,62.13,43.15,27.83,5.41,14.85,30.0,47.1,31.8,68.6,23.3,48.4,30.0,1300.3
195.4,180.31,157.76,74.12,1.68,13.46,36.0,18.8,76.5,22.36,21.1,56.3,43.1,246.7
165.8,144.22,122.0,61.22,4.53,14.79,30.0,26.7,65.1,35.49,22.1,66.9,15.7,410.9
106.68,87.86,67.15,38.67,4.42,14.91,32.0,37.3,42.0,57.77,35.0,37.6,34.5,887.7
120.75,98.31,77.15,43.33,5.74,15.45,28.0,36.5,47.5,53.32,38.7,54.3,28.4,690.3
70.15,52.04,37.86,23.36,5.9,12.11,26.0,45.9,27.5,72.91,28.6,49.0,2.2,1477.2
167.25,151.81,127.67,63.5,1.73,14.79,36.0,23.5,65.5,33.03,29.3,72.3,1.7,344.2
90.54,70.73,53.01,31.65,5.67,13.88,28.0,41.6,35.7,64.74,30.1,38.7,35.2,1130.8
91.23,73.44,52.73,32.51,4.26,15.23,32.0,41.6,35.7,63.91,23.6,43.2,34.9,1162.9
208.32,194.83,173.88,79.31,1.28,12.24,38.0,16.5,81.6,17.02,30.1,45.2,44.2,173.9
125.79,104.65,81.87,45.71,4.83,15.97,32.0,34.9,49.4,50.96,32.0,68.8,14.0,655.6
243.72,242.09,222.77,95.18,-2.72,9.52,54.0,8.6,95.7,3.36,25.1,50.8,59.6,0.0
196.5,181.39,161.73,74.58,2.13,11.96,32.0,17.6,77.3,21.68,39.7,49.6,30.8,201.3
69.14,50.16,35.53,22.62,6.34,12.64,26.0,47.8,27.1,73.7,29.8,54.3,50.9,1547.3
159.45,142.35,117.18,60.03,2.32,15.76,36.0,26.3,62.4,36.64,39.4,72.8,50.6,391.4
168.92,150.27,126.55,63.22,3.08,15.05,32.0,24.7,66.3,33.43,30.1,54.9,14.6,370.2
67.22,51.18,36.29,22.7,4.82,12.2,30.0,46.3,26.3,73.5,32.0,68.0,34.9,1407.4
92.14,71.26,50.5,31.94,5.76,15.88,30.0,45.5,36.1,64.64,25.6,52.0,36.8,1140.1
120.38,104.09,78.6,44.94,2.36,16.76,36.0,34.1,47.1,51.68,26.3,35.8,36.5,799.3
170.69,156.89,132.25,65.26,0.99,14.74,38.0,22.7,67.1,31.28,27.8,62.7,52.0,365.5
114.06,94.56,73.61,41.5,4.55,14.96,32.0,34.9,44.7,54.97,21.8,69.9,16.8,806.2
61.67,45.63,30.63,20.19,4.99,12.51,30.0,49.8,24.3,76.02,29.9,57.5,44.2,1721.0
206.23,194.52,170.33,78.97,0.12,13.64,42.0,17.6,80.8,17.65,28.9,69.9,16.1,168.2
52.77,38.15,25.43,16.59,4.84,11.09,28.0,52.9,20.8,79.56,25.5,72.6,15.4,1943.8
96.89,78.2,57.34,34.62,4.54,15.3,32.0,41.2,38.0,61.83,24.3,56.5,54.7,1094.0
153.27,135.35,114.01,57.5,3.28,13.96,32.0,25.5,60.0,38.92,26.5,64.1,53.0,491.1
204.23,192.32,170.79,78.25,0.61,12.36,38.0,16.1,80.0,18.07,36.0,63.5,23.8,158.4
227.59,219.32,199.48,87.68,-0.49,10.76,42.0,12.5,89.4,8.56,27.7,29.7,5.2,75.8
64.71,46.83,31.74,20.97,5.86,12.87,28.0,50.6,25.5,75.32,37.5,62.9,32.0,1459.7
85.19,63.46,47.35,28.79,7.0,13.53,26.0,44.7,33.3,67.68,33.6,50.0,20.6,1141.6
176.57,162.62,136.87,67.4,0.85,15.24,40.0,22.7,69.4,29.27,32.8,60.4,29.1,313.6
102.88,84.6,62.4,37.23,4.04,15.8,34.0,40.0,40.4,59.27,28.9,66.7,41.3,900.1
149.96,133.13,109.4,56.49,2.5,15.14,36.0,27.5,58.8,40.03,24.2,60.0,53.4,511.0
163.01,145.98,121.4,61.42,2.35,15.36,36.0,25.9,63.9,35.21,30.3,57.6,33.9,405.8
103.89,86.9,65.27,38.06,3.49,15.19,34.0,37.6,40.8,58.35,34.0,66.0,17.5,815.7
143.94,126.23,103.02,53.9,3.01,15.14,34.0,28.6,56.5,42.62,34.3,73.9,58.8,506.4
230.32,221.29,201.71,88.44,-0.18,10.71,40.0,12.2,90.2,7.78,26.2,36.3,10.3,68.0
236.95,229.03,211.17,91.13,-0.3,9.66,42.0,11.0,92.9,4.98,27.8,75.3,44.7,31.1
238.81,232.56,214.11,92.22,-0.98,9.72,46.0,10.6,93.7,4.12,27.3,47.1,8.6,24.1
148.24,129.7,106.28,55.33,3.28,15.3,34.0,28.2,58.0,41.25,28.0,34.1,48.6,571.8
246.8,242.03,220.52,95.35,-1.99,10.95,48.0,10.6,96.9,3.23,22.4,50.5,36.2,0.0
99.36,81.98,59.01,36.02,3.58,16.19,34.0,40.4,38.8,60.49,25.5,54.1,6.6,971.2
155.58,140.3,115.39,59.08,1.64,15.4,36.0,26.3,61.2,37.49,25.5,56.9,17.0,456.4
56.87,41.44,26.62,18.19,4.85,12.47,28.0,52.5,22.4,78.01,24.4,55.5,25.4,1930.7
139.18,120.28,94.88,51.64,3.27,16.66,34.0,31.8,54.5,45.1,25.1,52.2,38.9,617.6
54.97,39.47,27.54,17.34,5.35,10.69,24.0,49.0,21.6,78.83,31.5,57.7,28.4,1848.8
61.35,46.46,30.91,20.41,4.3,12.6,30.0,49.0,23.9,75.77,24.5,25.0,43.7,1970.7
224.63,214.99,197.75,86.31,0.41,9.69,38.0,12.2,88.2,9.71,28.4,54.6,27.7,82.4
95.89,76.45,55.89,33.98,4.97,15.31,30.0,41.6,37.6,62.5,30.2,46.5,38.3,1034.2
222.75,213.71,192.92,85.73,-0.36,11.38,42.0,13.3,87.5,10.58,29.9,50.7,40.2,93.7
244.66,239.23,220.66,94.49,-1.29,9.63,46.0,9.8,96.1,2.43,29.1,64.0,26.0,0.0
53.45,37.09,27.33,16.4,6.18,9.53,24.0,49.0,20.8,79.8,24.7,55.2,12.3,1984.2
74.25,54.89,38.21,24.73,6.08,13.79,28.0,48.6,29.0,71.65,25.4,45.0,29.9,1468.3
168.0,155.6,130.96,64.65,0.44,14.57,40.0,22.0,65.9,31.84,33.9,33.3,44.9,372.7
60.02,44.43,30.9,19.61,5.0,11.53,26.0,48.2,23.5,76.56,26.5,50.0,4.3,1747.3
124.1,104.92,82.92,45.64,4.09,15.21,32.0,32.9,48.6,50.87,21.5,35.2,21.0,782.7
91.92,73.1,51.35,32.46,4.62,16.03,32.0,44.7,36.1,64.06,37.8,62.0,22.9,964.9
77.18,59.52,40.54,26.52,4.81,14.7,32.0,46.7,30.2,69.85,32.5,42.0,13.7,1314.6
208.05,197.37,176.83,80.0,0.3,11.64,38.0,14.9,81.6,16.22,31.4,49.0,21.9,154.3
184.06,171.19,147.24,70.53,0.66,14.02,38.0,20.0,72.2,25.96,23.7,75.8,26.8,267.4
77.39,59.6,41.18,26.58,4.94,14.38,32.0,46.7,30.2,69.77,26.1,64.6,7.4,1285.1
55.41,41.31,29.29,18.02,4.56,10.39,28.0,47.5,21.6,78.1,22.5,41.2,26.1,1994.8
119.81,103.96,79.86,44.87,2.36,15.92,36.0,33.3,47.1,51.63,34.2,48.0,13.4,702.6
199.51,186.24,165.86,76.18,1.31,12.02,36.0,16.9,78.4,20.07,38.1,34.3,22.2,195.2
117.05,97.53,78.99,42.76,4.85,13.51,30.0,32.5,45.9,53.61,31.7,76.4,48.7,714.7
91.24,71.96,51.38,32.05,5.01,15.46,32.0,43.9,35.7,64.43,23.7,72.8,45.2,1104.2
57.16,40.46,28.51,17.96,5.91,10.9,24.0,49.0,22.4,78.25,31.6,54.8,47.7,1849.0
230.11,221.69,200.48,88.5,-0.66,11.44,44.0,12.9,90.2,7.97,27.6,60.9,19.2,70.7
103.1,87.56,63.4,38.13,2.47,16.4,38.0,38.8,40.4,58.37,25.9,51.4,42.7,959.1
76.39,57.86,39.4,25.9,5.35,14.61,30.0,48.6,29.8,70.49,37.7,38.2,33.4,1308.3
61.51,44.59,29.2,19.82,5.42,12.98,30.0,53.3,24.3,76.44,34.0,45.8,53.5,1810.5
94.61,76.9,55.5,33.96,4.05,15.5,32.0,41.2,37.3,62.48,21.7,73.4,18.0,998.2
64.35,47.98,34.25,21.32,5.24,11.66,28.0,47.1,25.1,74.88,24.6,63.9,24.4,1593.5
98.85,81.15,59.19,35.73,3.88,15.68,34.0,40.4,38.8,60.73,26.1,59.6,22.3,969.0
169.41,155.84,130.37,64.83,0.77,15.16,40.0,23.1,66.3,31.77,31.4,63.1,47.4,353.7
226.44,217.98,197.02,87.2,-0.6,11.35,44.0,12.9,88.6,9.17,29.9,49.5,38.1,78.4
160.53,148.01,122.34,61.76,0.37,15.27,40.0,24.3,63.1,34.81,27.7,56.6,54.5,433.2
122.76,102.58,81.06,44.81,4.63,15.17,32.0,34.1,48.2,51.73,29.5,69.1,44.8,692.6
54.52,39.26,25.85,17.18,5.03,11.61,26.0,52.5,21.6,78.99,29.1,66.0,48.9,1938.8
128.06,108.5,84.98,47.08,3.98,16.04,34.0,33.7,50.2,49.55,35.6,53.8,43.4,654.2
224.45,215.5,195.66,86.38,-0.25,10.88,40.0,12.5,87.8,9.83,31.5,51.4,59.2,97.2
57.2,43.16,29.92,18.84,4.3,11.1,28.0,47.5,22.4,77.28,27.9,39.5,54.1,1992.8
199.91,187.32,165.67,76.49,0.86,12.57,38.0,16.9,78.4,19.84,30.6,54.9,7.1,194.3
219.01,211.61,188.59,84.8,-1.3,12.31,46.0,13.7,85.9,11.82,24.8,56.8,57.8,116.0
83.02,64.91,46.37,28.93,4.92,14.3,30.0,44.7,32.5,67.42,27.3,40.5,14.1,1258.8
141.16,123.56,99.36,52.83,2.85,15.73,36.0,29.8,55.3,43.75,18.6,52.2,35.5,611.5
68.81,49.98,36.86,22.55,6.47,11.66,24.0,46.3,27.1,73.74,22.3,54.6,48.8,1612.4
131.3,113.06,89.08,48.76,3.29,15.97,34.0,32.2,51.4,47.83,27.5,44.8,18.9,647.2
243.79,241.04,220.66,94.88,-2.51,10.17,52.0,9.4,95.7,3.42,22.1,71.3,57.4,0.0
68.51,52.26,37.5,23.21,4.91,12.11,28.0,45.1,27.1,72.99,28.2,55.6,45.0,1526.8
200.64,187.5,168.32,76.65,1.45,11.38,34.0,16.5,78.8,19.52,19.0,44.9,46.4,219.9
111.69,92.22,71.07,40.53,4.56,15.14,30.0,36.5,43.9,55.96,20.2,52.6,21.0,872.5
58.58,42.48,29.97,18.8,5.46,11.05,24.0,49.0,23.1,77.39,23.8,57.5,34.5,1856.4
160.21,142.57,116.88,60.15,2.46,16.11,36.0,27.1,62.7,36.6,25.6,46.3,48.6,458.5
86.83,66.24,48.37,29.81,6.15,14.28,28.0,44.7,34.1,66.64,24.9,59.3,1.4,1208.0
204.42,191.91,169.73,78.14,0.73,12.77,38.0,16.9,80.0,18.26,32.2,75.5,51.2,170.8
175.33,164.1,138.64,67.72,-0.17,14.69,42.0,20.4,68.6,28.85,26.1,62.5,40.9,322.1
52.53,40.25,26.6,17.25,3.43,11.15,30.0,49.0,20.8,78.83,30.5,72.5,46.2,1909.8
62.55,42.03,30.63,19.21,7.85,11.24,20.0,51.0,24.7,77.17,29.2,72.1,36.5,1640.4
205.38,194.38,171.18,78.89,0.0,13.06,40.0,16.5,80.4,17.59,30.9,78.6,51.5,159.3
136.57,117.56,94.83,50.64,3.73,15.27,32.0,30.6,53.7,45.91,22.0,59.8,48.1,628.6
136.64,116.55,92.07,50.31,3.95,16.43,34.0,32.9,53.7,46.42,29.9,51.7,30.7,602.5
118.06,99.82,76.31,43.45,3.55,16.07,34.0,35.7,46.3,53.11,28.4,60.6,58.4,777.3
58.04,40.55,27.83,18.09,6.22,11.55,26.0,51.8,22.7,78.16,31.9,35.7,5.0,1852.6
114.09,93.65,69.98,41.17,4.62,16.7,32.0,38.4,44.7,55.52,25.8,50.3,17.0,844.0
227.8,218.72,200.27,87.56,0.02,10.18,40.0,12.2,89.4,8.54,28.5,56.5,42.6,75.6
194.5,183.2,158.96,74.82,-0.01,13.78,40.0,18.4,76.5,21.72,35.1,57.4,33.1,212.2
57.02,43.59,26.74,18.88,3.49,13.29,34.0,52.5,22.4,77.3,25.8,49.5,36.5,1888.1
111.89,93.25,71.42,40.85,4.08,15.37,32.0,36.5,43.9,55.63,28.7,68.8,13.6,781.1
67.48,49.12,34.97,22.08,6.13,12.26,26.0,47.8,26.3,74.21,32.0,58.3,19.8,1507.7
166.76,148.49,125.72,62.53,3.09,14.52,32.0,24.7,65.5,34.02,33.0,33.3,36.7,411.4
201.74,190.44,164.03,77.41,-0.36,14.77,42.0,18.8,79.2,19.48,24.2,62.5,18.1,193.1
72.55,55.18,39.67,24.64,5.26,12.68,28.0,45.1,28.6,71.61,27.5,59.9,47.4,1432.5
219.48,211.14,189.86,84.74,-0.69,11.57,44.0,13.3,85.9,11.61,15.5,62.1,3.9,116.9
244.43,239.51,222.62,94.59,-1.19,8.75,48.0,8.6,95.7,2.22,27.3,65.5,33.3,0.0
244.19,240.47,223.66,94.83,-1.6,8.56,48.0,8.2,95.7,2.44,27.8,42.4,22.1,0.0
109.76,87.23,67.78,38.84,6.26,14.82,28.0,38.0,43.1,57.74,20.8,54.5,24.2,915.7
103.3,84.41,63.09,37.24,4.43,15.39,32.0,38.8,40.4,59.24,33.7,52.8,8.8,891.6
56.76,42.02,28.65,18.4,4.67,11.37,28.0,49.0,22.4,77.75,22.6,66.9,22.7,1814.5
83.61,62.33,46.58,28.25,6.87,13.27,24.0,43.9,32.9,68.18,21.7,50.7,5.7,1279.5
124.99,106.47,83.87,46.18,3.7,15.41,32.0,32.9,49.0,50.33,27.7,61.2,32.3,677.5
204.14,188.62,166.35,77.19,1.85,13.25,36.0,18.8,80.0,19.33,28.8,52.7,17.5,190.8
181.1,168.65,143.92,69.54,0.39,14.41,40.0,20.4,71.0,27.01,45.0,60.1,28.1,253.4
54.84,38.03,26.92,16.87,6.19,10.48,24.0,51.0,21.6,79.35,25.6,74.3,21.6,1888.0
59.39,43.16,29.14,19.1,5.3,12.02,28.0,51.0,23.1,77.11,34.7,56.6,22.3,1674.8
245.42,240.03,222.86,94.8,-1.08,8.93,46.0,9.0,96.1,1.99,21.1,53.9,54.2,0.0
79.43,61.1,42.83,27.31,5.17,14.32,30.0,45.5,31.0,69.05,31.6,57.0,21.0,1224.7
188.55,175.84,151.91,72.24,0.59,13.91,38.0,19.6,74.1,24.26,25.3,73.5,34.9,249.8
82.45,64.4,44.37,28.67,4.71,15.21,32.0,46.3,32.2,67.75,27.0,59.1,29.3,1216.9
186.18,175.66,149.49,71.94,-0.58,14.78,44.0,20.0,72.9,24.77,31.9,44.1,47.2,269.9
124.89,107.72,84.49,46.54,3.01,15.52,36.0,32.9,49.0,49.95,24.2,70.1,33.4,681.2
55.45,42.73,28.61,18.45,3.52,11.44,32.0,47.5,21.6,77.65,32.1,61.5,23.4,1764.8
226.6,217.9,197.19,87.19,-0.47,11.26,42.0,13.3,89.0,9.15,24.2,55.5,3.0,77.9
132.13,115.29,90.95,49.49,2.61,15.9,36.0,31.0,51.8,47.07,19.9,36.2,54.0,739.2
85.22,67.87,47.7,30.09,4.26,15.04,32.0,43.5,33.3,66.29,31.2,52.8,33.0,1139.8
109.75,91.46,70.05,40.09,4.01,15.13,32.0,36.5,43.1,56.35,33.1,50.9,44.5,840.7
183.82,167.83,145.37,69.59,2.1,13.72,36.0,21.2,72.2,26.88,37.2,55.5,28.2,267.4
168.4,153.21,127.08,63.96,1.33,15.78,38.0,24.3,65.9,32.76,15.1,41.5,12.0,434.5
176.78,161.49,139.3,67.17,1.91,13.58,34.0,21.6,69.4,29.23,22.7,49.3,43.2,350.8
119.33,100.09,75.27,43.64,3.81,16.96,34.0,36.9,46.7,53.06,24.0,71.7,55.1,790.5
55.74,41.2,29.19,18.02,4.79,10.48,26.0,48.2,22.0,78.11,31.1,60.1,38.9,1829.7
184.92,168.6,145.76,69.89,2.17,13.94,36.0,21.2,72.5,26.63,30.6,61.8,36.6,272.2
122.05,103.79,82.7,45.11,3.84,14.59,32.0,32.2,47.8,51.3,39.9,52.0,29.4,654.6
225.21,213.5,195.06,85.92,0.97,10.56,38.0,13.3,88.2,10.21,28.2,36.3,11.6,95.6
68.16,51.99,35.36,23.05,4.62,13.29,30.0,48.6,26.7,73.19,37.8,44.8,23.9,1421.8
166.31,149.37,125.38,62.71,2.37,14.97,36.0,24.7,65.1,33.87,26.7,55.6,55.1,409.2
243.52,239.43,221.79,94.48,-1.61,9.01,46.0,9.0,95.7,2.6,27.3,54.5,10.5,0.0
98.6,80.05,57.77,35.36,4.25,16.04,32.0,41.6,38.8,61.16,23.3,74.6,30.6,951.9
212.08,205.45,183.03,82.54,-1.48,11.98,46.0,13.7,83.1,13.93,27.1,43.8,32.4,138.5
192.17,180.98,157.05,74.0,-0.0,13.64,42.0,18.0,75.3,22.49,35.3,71.7,33.2,211.0
72.33,54.83,36.29,24.44,4.94,14.6,32.0,50.2,28.2,71.92,41.7,50.6,22.4,1314.7
132.15,113.97,91.05,49.13,3.4,15.34,34.0,31.0,51.8,47.39,25.3,42.6,14.6,665.8
242.85,237.95,218.43,93.98,-1.63,10.03,48.0,10.2,95.3,3.11,17.8,70.4,24.1,10.9
245.23,239.47,220.12,94.58,-1.3,10.04,46.0,10.2,96.1,2.52,16.3,55.7,16.8,0.0
56.81,39.99,27.04,17.74,5.86,11.6,26.0,52.5,22.4,78.49,31.7,48.2,32.4,1885.7
237.53,230.92,209.4,91.61,-1.35,11.28,46.0,12.2,93.3,5.28,25.6,60.6,14.0,33.5
59.02,43.1,29.89,19.05,5.26,11.44,26.0,49.0,23.1,77.14,23.2,52.5,54.9,1883.5
180.1,163.45,140.89,68.01,2.37,13.93,34.0,21.6,70.6,28.48,27.6,45.5,38.4,327.3
154.99,137.01,114.55,58.12,3.12,14.54,34.0,25.9,60.8,38.37,29.1,38.2,1.5,476.3
167.96,153.34,129.53,64.01,1.46,14.47,36.0,22.7,65.9,32.47,20.6,55.2,10.5,389.3
224.97,214.97,195.99,86.29,0.27,10.59,40.0,12.9,88.2,9.84,36.5,37.2,26.9,79.8
154.42,139.23,111.76,58.61,1.24,16.79,38.0,27.5,60.4,38.2,15.0,57.9,18.7,504.6
190.67,179.84,156.24,73.56,-0.09,13.44,42.0,18.4,74.9,22.88,20.7,52.3,34.9,253.5
80.18,60.66,42.9,27.26,5.83,14.24,30.0,46.3,31.4,69.15,31.0,57.4,46.3,1272.6
55.67,37.8,23.6,16.84,6.35,12.73,26.0,57.3,22.0,79.46,33.8,46.4,41.4,1947.5
162.82,146.93,123.56,61.7,2.07,14.53,36.0,23.9,63.9,34.78,33.9,56.3,25.6,382.1
