chemical_state_id,image_id,split,dose_ppm_min,cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,uniformity_score,noise_std,temperature_c,humidity_pct,strip_age_days
CHEM-TR-0019,img_train_0019_var03,train,971.42,100.5,81.9,57.5,36.09,3.94,17.25,34.0,43.1,39.2,60.57,0.1,48.72,32.9,38.1,10.3
CHEM-TR-0019,img_train_0019_var04,train,971.42,102.9,80.3,58.9,35.94,6.16,16.23,30.0,43.1,40.0,60.76,0.1,53.39,22.3,48.5,27.9
CHEM-TR-0019,img_train_0019_var05,train,971.42,95.2,77.8,56.8,34.3,3.94,15.17,32.0,41.2,37.3,62.1,0.187,28.47,21.8,55.7,31.1
CHEM-TR-0019,img_train_0019_var06,train,971.42,95.9,78.4,57.7,34.58,4.0,15.01,34.0,40.0,37.3,61.81,0.1,46.73,33.0,49.0,21.1
CHEM-TR-0019,img_train_0019_var07,train,971.42,100.5,80.8,58.7,35.81,4.78,16.12,32.0,42.0,39.2,60.76,0.97,1.05,21.9,35.9,6.7
CHEM-TR-0019,img_train_0019_var08,train,971.42,104.0,91.0,76.0,39.49,2.65,10.59,32.0,27.1,40.8,56.57,0.1,44.69,27.2,41.0,16.8
CHEM-TR-0019,img_train_0019_var09,train,971.42,95.5,77.9,57.9,34.4,4.14,14.65,32.0,40.0,37.3,61.97,0.1,37.86,33.1,41.9,7.2
CHEM-TR-0019,img_train_0019_var10,train,971.42,85.3,68.1,49.7,30.2,4.44,13.96,32.0,42.4,33.3,66.1,0.1,39.6,27.9,72.8,14.6
CHEM-TR-0020,img_train_0020_var02,train,1966.23,50.8,38.7,24.5,16.5,3.31,11.59,32.0,52.2,19.6,79.59,0.981,0.67,30.8,78.7,22.8
CHEM-TR-0020,img_train_0020_var05,train,1966.23,53.6,38.1,24.2,16.65,5.15,12.0,28.0,54.9,20.8,79.54,0.958,1.48,30.3,54.9,5.2
CHEM-TR-0020,img_train_0020_var07,train,1966.23,48.0,33.5,21.1,14.39,5.05,11.06,26.0,56.1,18.8,81.76,0.1,39.64,28.0,31.9,28.5
CHEM-TR-0020,img_train_0020_var09,train,1966.23,49.9,34.5,21.8,14.98,5.38,11.4,28.0,57.3,19.2,81.2,0.1,49.89,21.1,47.2,23.1
CHEM-TR-0020,img_train_0020_var10,train,1966.23,52.5,37.6,22.0,16.31,4.68,13.02,30.0,57.6,20.4,79.9,0.1,51.69,19.9,38.7,23.4
CHEM-TR-0021,img_train_0021_var01,train,579.18,136.3,120.0,97.4,51.35,2.59,14.76,36.0,28.6,53.3,45.07,0.1,32.85,27.4,43.1,30.5
CHEM-TR-0021,img_train_0021_var02,train,579.18,135.7,119.1,97.2,51.02,2.82,14.41,34.0,28.2,52.9,45.36,0.18,28.7,27.9,63.6,34.4
CHEM-TR-0021,img_train_0021_var03,train,579.18,141.2,128.2,145.8,55.33,8.31,-7.61,286.0,11.8,56.9,44.62,0.1,34.86,24.9,39.1,33.2
CHEM-TR-0021,img_train_0021_var04,train,579.18,145.0,124.0,100.6,53.35,4.36,15.8,32.0,30.6,56.5,43.36,0.1,36.38,30.9,44.6,36.5
CHEM-TR-0021,img_train_0021_var05,train,579.18,140.1,122.5,97.8,52.41,2.77,16.0,34.0,30.6,54.9,44.21,0.962,1.32,34.3,45.8,21.6
CHEM-TR-0021,img_train_0021_var06,train,579.18,136.2,119.7,97.3,51.23,2.73,14.66,34.0,28.6,53.3,45.18,0.147,29.87,25.6,31.7,31.6
CHEM-TR-0021,img_train_0021_var07,train,579.18,140.2,122.1,98.9,52.33,3.22,15.3,34.0,30.2,54.9,44.21,0.214,27.5,29.9,63.4,5.0
CHEM-TR-0021,img_train_0021_var08,train,579.18,143.0,132.0,120.0,55.78,2.02,7.98,32.0,16.1,56.1,40.26,0.178,28.75,22.1,62.2,15.7
CHEM-TR-0021,img_train_0021_var09,train,579.18,140.1,122.7,98.2,52.47,2.74,15.9,34.0,30.2,54.9,44.13,0.951,1.73,32.2,78.2,17.7
CHEM-TR-0021,img_train_0021_var10,train,579.18,128.7,113.5,91.8,48.67,2.33,14.18,36.0,29.0,50.2,47.65,0.306,24.29,27.0,56.2,6.8
CHEM-TR-0022,img_train_0022_var01,train,1146.17,83.1,66.0,48.4,29.31,4.56,13.51,30.0,42.4,32.5,66.97,0.1,45.68,19.7,33.7,6.5
CHEM-TR-0022,img_train_0022_var02,train,1146.17,82.9,65.5,48.0,29.13,4.68,13.5,30.0,41.6,32.2,67.15,0.1,44.22,34.9,52.8,17.5
CHEM-TR-0022,img_train_0022_var03,train,1146.17,91.2,76.3,98.3,34.67,10.8,-10.48,280.0,22.4,38.4,65.17,0.1,54.81,21.6,44.4,25.6
CHEM-TR-0022,img_train_0022_var05,train,1146.17,88.1,68.6,48.5,30.64,5.25,15.35,30.0,45.5,34.5,65.84,0.958,1.46,34.8,63.0,7.1
CHEM-TR-0022,img_train_0022_var06,train,1146.17,88.5,69.5,50.8,31.01,5.21,14.38,30.0,43.1,34.5,65.38,0.984,0.57,34.8,60.0,22.7
CHEM-TR-0022,img_train_0022_var07,train,1146.17,87.9,68.8,49.0,30.7,5.15,15.1,30.0,44.7,34.1,65.75,0.1,32.9,34.1,37.3,18.6
CHEM-TR-0022,img_train_0022_var09,train,1146.17,88.1,69.1,49.8,30.82,5.13,14.76,30.0,44.3,34.5,65.6,0.951,1.71,34.6,53.5,13.9
CHEM-TR-0022,img_train_0022_var10,train,1146.17,75.7,58.1,40.3,25.91,5.0,13.99,30.0,46.7,29.4,70.41,0.1,42.83,21.1,73.4,12.8
CHEM-TR-0023,img_train_0023_var02,train,1564.95,61.8,45.4,30.7,20.12,5.24,12.36,30.0,51.0,23.9,76.1,0.1,49.62,21.7,58.8,18.9
CHEM-TR-0023,img_train_0023_var03,train,1564.95,69.0,54.8,72.4,25.11,10.05,-8.41,290.0,25.1,28.2,73.62,0.984,0.56,31.8,44.2,19.8
CHEM-TR-0023,img_train_0023_var05,train,1564.95,65.7,48.0,32.0,21.45,5.63,13.37,28.0,52.2,25.5,74.85,0.962,1.32,24.4,71.4,6.6
CHEM-TR-0023,img_train_0023_var07,train,1564.95,61.8,45.1,27.9,19.99,5.05,14.09,32.0,55.7,23.9,76.32,0.1,34.9,21.4,57.7,22.0
CHEM-TR-0023,img_train_0023_var09,train,1564.95,62.2,45.3,29.9,20.14,5.41,12.92,30.0,53.3,24.3,76.12,0.1,47.41,25.3,45.7,4.1
CHEM-TR-0023,img_train_0023_var10,train,1564.95,61.6,44.0,27.2,19.6,5.65,14.02,28.0,55.7,23.9,76.74,0.1,44.93,19.4,49.5,10.6
CHEM-TR-0024,img_train_0024_var01,train,1202.4,81.6,62.4,45.3,27.99,5.74,13.71,28.0,44.3,31.8,68.37,0.1,46.31,32.9,76.2,29.4
CHEM-TR-0024,img_train_0024_var02,train,1202.4,83.2,66.0,47.0,29.29,4.4,14.39,32.0,44.7,32.5,67.04,0.981,0.66,32.4,64.8,12.4
CHEM-TR-0024,img_train_0024_var03,train,1202.4,98.2,83.6,115.3,38.07,12.86,-15.84,268.0,27.8,45.1,64.23,0.1,52.88,32.9,72.7,14.0
CHEM-TR-0024,img_train_0024_var04,train,1202.4,85.1,63.3,43.4,28.63,6.58,15.81,28.0,49.4,33.3,67.99,0.988,0.42,31.6,47.2,30.2
CHEM-TR-0024,img_train_0024_var05,train,1202.4,83.3,65.3,45.6,29.04,4.72,14.93,32.0,45.9,32.5,67.35,0.958,1.47,31.7,47.4,32.2
CHEM-TR-0024,img_train_0024_var06,train,1202.4,85.5,66.6,48.1,29.76,5.26,14.37,30.0,43.5,33.3,66.63,0.1,51.04,30.5,70.6,19.8
CHEM-TR-0024,img_train_0024_var07,train,1202.4,81.1,62.0,44.0,27.81,5.55,14.25,30.0,45.5,31.8,68.58,0.1,32.24,23.8,64.3,31.0
CHEM-TR-0024,img_train_0024_var08,train,1202.4,91.0,75.0,60.0,33.1,4.21,11.47,30.0,34.1,35.7,63.06,0.1,54.87,19.9,32.1,22.2
CHEM-TR-0024,img_train_0024_var09,train,1202.4,84.1,65.5,46.5,29.23,5.1,14.66,30.0,45.1,32.9,67.17,0.946,1.9,29.1,38.6,5.5
CHEM-TR-0024,img_train_0024_var10,train,1202.4,80.5,62.4,44.3,27.84,5.09,14.12,30.0,45.1,31.4,68.51,0.1,41.07,19.0,57.8,19.6
CHEM-TR-0025,img_train_0025_var01,train,454.18,158.1,140.4,117.3,59.39,2.86,14.8,34.0,25.9,62.0,37.14,0.986,0.49,32.8,37.7,30.2
CHEM-TR-0025,img_train_0025_var02,train,454.18,159.3,140.2,116.6,59.43,3.4,15.23,34.0,27.1,62.4,37.21,0.978,0.78,30.3,46.0,22.8
CHEM-TR-0025,img_train_0025_var03,train,454.18,157.4,140.4,101.0,59.0,0.39,23.37,42.0,35.7,61.6,39.69,0.984,0.54,33.0,53.0,38.7
CHEM-TR-0025,img_train_0025_var04,train,454.18,160.7,142.5,120.1,60.25,3.19,14.44,34.0,25.1,62.7,36.26,0.984,0.55,19.6,72.5,24.4
CHEM-TR-0025,img_train_0025_var05,train,454.18,157.5,140.4,116.7,59.33,2.52,15.05,36.0,26.3,61.6,37.22,0.478,18.26,34.7,31.1,4.4
CHEM-TR-0025,img_train_0025_var06,train,454.18,154.2,137.7,115.4,58.25,2.55,14.22,34.0,25.5,60.4,38.16,0.246,26.4,20.7,73.2,6.8
CHEM-TR-0025,img_train_0025_var07,train,454.18,157.4,140.6,116.8,59.35,2.42,15.02,36.0,26.3,61.6,37.19,0.969,1.1,29.3,67.9,31.2
CHEM-TR-0025,img_train_0025_var08,train,454.18,164.0,159.0,148.0,65.61,-0.18,6.38,42.0,9.8,64.3,30.51,0.985,0.54,34.9,70.2,17.1
CHEM-TR-0025,img_train_0025_var09,train,454.18,154.1,138.4,116.0,58.44,2.17,14.18,36.0,25.5,60.4,37.95,0.364,22.28,34.1,56.6,11.8
CHEM-TR-0025,img_train_0025_var10,train,454.18,158.1,141.0,117.4,59.55,2.57,14.98,36.0,25.9,62.0,37.0,0.977,0.8,22.2,47.1,17.0
CHEM-TR-0026,img_train_0026_var01,train,905.92,107.2,87.5,65.8,38.61,4.63,15.68,32.0,39.2,42.0,57.92,0.1,46.41,20.3,61.3,22.8
CHEM-TR-0026,img_train_0026_var02,train,905.92,105.6,87.8,65.8,38.51,3.79,15.52,34.0,38.0,41.2,57.95,0.979,0.72,23.3,53.5,25.5
CHEM-TR-0026,img_train_0026_var03,train,905.92,115.8,108.4,149.6,47.88,12.08,-21.35,250.0,27.5,58.4,58.06,0.1,46.54,28.9,42.7,32.0
CHEM-TR-0026,img_train_0026_var04,train,905.92,104.1,83.6,62.5,37.08,5.19,15.57,30.0,40.4,40.8,59.47,0.1,52.1,20.3,65.8,17.1
CHEM-TR-0026,img_train_0026_var05,train,905.92,106.7,86.8,64.3,38.31,4.71,16.16,32.0,39.6,41.6,58.28,0.959,1.44,28.2,33.7,11.3
CHEM-TR-0026,img_train_0026_var06,train,905.92,106.8,88.0,65.7,38.69,4.2,15.83,32.0,38.8,41.6,57.83,0.1,46.53,22.7,66.9,35.3
CHEM-TR-0026,img_train_0026_var07,train,905.92,102.2,83.7,62.3,36.91,4.22,15.4,32.0,39.2,40.0,59.55,0.304,24.35,30.2,53.1,27.1
CHEM-TR-0026,img_train_0026_var08,train,905.92,114.0,101.0,85.0,43.57,2.39,10.96,34.0,25.5,44.7,52.5,0.1,48.63,29.1,69.9,19.8
CHEM-TR-0026,img_train_0026_var09,train,905.92,105.9,87.7,65.1,38.51,3.84,15.96,34.0,38.0,41.2,58.01,0.946,1.89,23.2,41.8,27.4
CHEM-TR-0026,img_train_0026_var10,train,905.92,94.5,76.9,56.8,33.98,4.15,14.7,32.0,40.4,36.9,62.39,0.1,37.24,23.2,78.4,19.7
CHEM-TR-0027,img_train_0027_var01,train,1614.38,60.3,44.6,29.8,19.69,4.85,12.4,30.0,51.8,23.5,76.51,0.1,53.18,29.2,42.5,28.0
CHEM-TR-0027,img_train_0027_var02,train,1614.38,60.0,43.8,27.9,19.34,5.03,13.22,30.0,54.1,23.1,76.91,0.1,47.48,23.6,70.0,4.7
CHEM-TR-0027,img_train_0027_var05,train,1614.38,64.7,46.8,30.9,20.94,5.77,13.35,28.0,52.9,25.1,75.37,0.96,1.39,31.6,45.9,11.1
CHEM-TR-0027,img_train_0027_var06,train,1614.38,60.7,44.8,30.5,19.79,5.05,12.08,28.0,50.2,23.5,76.41,0.1,52.07,33.5,58.2,21.0
CHEM-TR-0027,img_train_0027_var07,train,1614.38,63.7,47.8,30.5,21.1,4.55,13.85,30.0,52.5,24.7,75.17,0.1,36.92,23.9,66.5,13.0
CHEM-TR-0027,img_train_0027_var09,train,1614.38,64.7,47.5,31.4,21.18,5.35,13.38,30.0,51.4,25.1,75.1,0.946,1.9,32.1,45.4,36.6
CHEM-TR-0027,img_train_0027_var10,train,1614.38,53.9,37.9,22.8,16.63,5.24,12.98,30.0,58.4,20.8,79.61,0.1,49.48,25.8,79.2,23.5
CHEM-TR-0028,img_train_0028_var01,train,530.24,142.7,126.0,103.7,53.74,2.74,14.51,34.0,27.5,55.7,42.68,0.1,32.53,26.8,75.2,35.9
CHEM-TR-0028,img_train_0028_var02,train,530.24,142.2,125.9,104.1,53.67,2.63,14.18,34.0,26.7,55.7,42.7,0.247,26.34,32.3,65.8,34.2
CHEM-TR-0028,img_train_0028_var03,train,530.24,158.2,145.6,184.8,62.7,12.55,-18.65,260.0,21.2,72.2,44.93,0.1,32.01,34.1,56.8,38.5
CHEM-TR-0028,img_train_0028_var04,train,530.24,159.2,135.4,112.0,58.05,5.32,15.97,30.0,30.2,62.4,38.88,0.987,0.44,25.4,70.5,16.7
CHEM-TR-0028,img_train_0028_var05,train,530.24,146.2,128.0,104.5,54.63,3.15,15.34,32.0,28.6,57.3,41.94,0.961,1.37,21.8,33.4,35.2
CHEM-TR-0028,img_train_0028_var06,train,530.24,146.6,129.1,105.4,54.98,2.82,15.29,36.0,28.2,57.3,41.56,0.1,33.12,19.7,62.9,35.9
CHEM-TR-0028,img_train_0028_var07,train,530.24,144.8,127.2,105.9,54.32,3.24,14.07,34.0,27.1,56.5,42.08,0.47,18.55,21.0,76.3,36.9
CHEM-TR-0028,img_train_0028_var08,train,530.24,198.5,105.4,53.4,54.57,33.03,44.62,22.0,73.3,77.6,63.59,0.249,26.27,26.2,35.0,33.0
CHEM-TR-0028,img_train_0028_var09,train,530.24,142.4,125.9,103.5,53.67,2.65,14.53,34.0,27.5,55.7,42.74,0.274,25.42,25.1,37.4,30.5
CHEM-TR-0028,img_train_0028_var10,train,530.24,137.2,119.9,97.2,51.39,3.0,14.92,34.0,29.0,53.7,45.07,0.156,29.53,23.5,40.8,7.6
CHEM-TR-0029,img_train_0029_var02,train,1851.13,55.3,40.5,27.3,17.72,4.77,11.35,28.0,51.0,21.6,78.43,0.978,0.78,27.0,59.4,29.2
CHEM-TR-0029,img_train_0029_var05,train,1851.13,56.8,39.8,25.9,17.66,5.83,12.29,28.0,55.3,22.0,78.59,0.958,1.47,31.6,53.0,28.8
CHEM-TR-0029,img_train_0029_var06,train,1851.13,57.9,41.4,27.3,18.34,5.5,12.23,28.0,52.5,22.4,77.89,0.984,0.54,29.9,70.8,32.1
CHEM-TR-0029,img_train_0029_var07,train,1851.13,50.7,35.0,20.5,15.22,5.33,12.62,28.0,60.0,19.6,81.01,0.1,37.97,19.9,35.9,12.8
CHEM-TR-0029,img_train_0029_var09,train,1851.13,50.6,37.2,23.1,15.97,4.03,11.84,32.0,54.1,19.6,80.16,0.1,49.65,21.5,38.0,5.7
CHEM-TR-0029,img_train_0029_var10,train,1851.13,44.2,30.8,17.7,12.93,4.45,11.22,28.0,61.2,17.3,83.19,0.1,50.09,34.6,65.0,7.4
CHEM-TR-0030,img_train_0030_var01,train,341.37,174.8,160.1,135.5,66.53,1.34,14.75,38.0,22.4,68.2,30.04,0.99,0.35,20.6,73.2,33.5
CHEM-TR-0030,img_train_0030_var02,train,341.37,177.3,159.8,135.5,66.68,2.48,15.01,34.0,23.9,69.4,30.0,0.976,0.84,20.7,32.3,6.1
CHEM-TR-0030,img_train_0030_var03,train,341.37,187.8,185.6,234.7,77.05,10.81,-24.13,242.0,20.8,91.8,39.53,0.981,0.67,31.9,52.9,20.0
CHEM-TR-0030,img_train_0030_var04,train,341.37,188.1,170.0,145.2,70.52,2.55,15.18,34.0,22.7,73.7,26.3,0.986,0.47,31.9,62.7,35.0
CHEM-TR-0030,img_train_0030_var05,train,341.37,174.4,159.6,134.8,66.36,1.37,14.89,38.0,23.1,68.2,30.23,0.958,1.46,24.0,32.5,32.2
CHEM-TR-0030,img_train_0030_var06,train,341.37,172.0,157.3,135.4,65.55,1.72,13.43,36.0,21.2,67.1,30.79,0.423,20.21,29.7,34.7,28.3
CHEM-TR-0030,img_train_0030_var07,train,341.37,174.5,159.3,136.3,66.32,1.77,14.05,36.0,22.0,68.2,30.13,0.967,1.17,34.1,44.9,28.8
CHEM-TR-0030,img_train_0030_var08,train,341.37,180.0,175.0,166.0,71.63,0.16,5.24,38.0,7.8,70.6,24.66,0.951,1.71,31.8,46.3,6.4
CHEM-TR-0030,img_train_0030_var09,train,341.37,170.7,156.7,134.9,65.26,1.51,13.23,36.0,21.2,66.7,31.05,0.933,2.33,30.4,65.0,12.4
CHEM-TR-0030,img_train_0030_var10,train,341.37,165.2,151.9,129.7,63.37,1.21,13.46,36.0,22.0,64.7,32.94,0.658,11.98,28.4,74.0,38.2
CHEM-TR-0031,img_train_0031_var01,train,50.38,230.7,224.5,206.3,89.38,-0.96,9.64,46.0,10.6,90.2,6.81,0.59,14.35,32.7,70.8,17.8
CHEM-TR-0031,img_train_0031_var02,train,50.38,238.5,225.0,205.7,90.13,1.46,11.08,36.0,13.7,93.3,6.3,0.988,0.42,21.2,73.3,18.3
CHEM-TR-0031,img_train_0031_var05,train,50.38,232.4,223.5,205.9,89.27,0.07,9.73,40.0,11.8,91.0,6.78,0.963,1.29,30.4,40.5,32.0
CHEM-TR-0031,img_train_0031_var06,train,50.38,231.1,224.7,206.5,89.48,-0.92,9.67,44.0,11.0,90.6,6.71,0.58,14.71,24.7,54.3,7.3
CHEM-TR-0031,img_train_0031_var07,train,50.38,230.1,224.6,206.8,89.38,-1.14,9.35,46.0,10.6,90.2,6.83,0.964,1.25,33.3,71.4,36.1
CHEM-TR-0031,img_train_0031_var09,train,50.38,231.3,224.0,206.2,89.3,-0.51,9.57,40.0,11.0,90.6,6.8,0.662,11.83,19.8,50.8,9.1
CHEM-TR-0031,img_train_0031_var10,train,50.38,234.1,228.2,210.6,90.68,-0.98,9.28,46.0,10.2,91.8,5.53,0.238,26.67,26.9,41.9,5.0
CHEM-TR-0032,img_train_0032_var02,train,1694.8,59.5,44.5,30.5,19.57,4.6,11.75,28.0,49.0,23.1,76.59,0.978,0.75,19.4,63.1,35.4
CHEM-TR-0032,img_train_0032_var05,train,1694.8,62.0,44.6,29.3,19.9,5.65,13.02,28.0,53.3,24.3,76.38,0.96,1.38,30.2,58.3,20.4
CHEM-TR-0032,img_train_0032_var06,train,1694.8,56.8,42.3,27.5,18.46,4.37,12.24,32.0,51.8,22.0,77.7,0.1,53.16,34.8,58.7,25.0
CHEM-TR-0032,img_train_0032_var07,train,1694.8,56.1,40.1,25.5,17.65,5.26,12.49,30.0,55.3,22.0,78.57,0.1,44.65,19.2,69.7,18.1
CHEM-TR-0032,img_train_0032_var09,train,1694.8,61.5,44.0,28.6,19.64,5.71,13.12,30.0,54.1,23.9,76.65,0.92,2.78,27.3,59.6,35.9
CHEM-TR-0032,img_train_0032_var10,train,1694.8,52.5,36.0,21.6,15.81,5.69,12.7,30.0,59.6,20.4,80.44,0.1,53.42,29.6,49.4,15.4
CHEM-TR-0033,img_train_0033_var01,train,191.37,201.8,189.6,168.1,77.3,0.71,12.46,38.0,16.5,78.8,19.02,0.56,15.4,22.6,43.6,16.0
CHEM-TR-0033,img_train_0033_var02,train,191.37,198.9,187.7,167.0,76.53,0.5,11.87,38.0,15.7,77.6,19.68,0.978,0.77,21.5,37.1,31.5
CHEM-TR-0033,img_train_0033_var03,train,191.37,201.9,190.3,182.3,77.82,2.69,5.49,26.0,9.4,78.8,18.64,0.985,0.51,28.0,44.7,18.9
CHEM-TR-0033,img_train_0033_var04,train,191.37,216.9,204.1,182.0,82.56,0.84,12.59,38.0,15.7,84.7,13.92,0.638,12.68,24.7,58.2,29.8
CHEM-TR-0033,img_train_0033_var05,train,191.37,199.3,187.1,166.9,76.41,0.92,11.8,38.0,16.5,78.0,19.79,0.951,1.7,31.1,58.6,25.0
CHEM-TR-0033,img_train_0033_var06,train,191.37,199.7,187.9,168.0,76.68,0.79,11.58,38.0,16.1,78.0,19.49,0.626,13.09,26.6,75.8,4.3
CHEM-TR-0033,img_train_0033_var07,train,191.37,202.0,189.7,169.1,77.36,0.89,11.96,38.0,16.1,78.8,18.88,0.97,1.04,23.4,64.4,38.6
CHEM-TR-0033,img_train_0033_var08,train,191.37,204.0,204.0,202.0,81.99,-0.36,0.99,60.0,1.2,80.0,16.16,0.983,0.61,27.6,71.1,28.5
CHEM-TR-0033,img_train_0033_var09,train,191.37,202.2,189.8,167.5,77.37,0.67,12.83,38.0,17.3,79.2,19.02,0.701,10.47,21.0,39.5,12.7
CHEM-TR-0033,img_train_0033_var10,train,191.37,194.1,181.5,162.8,74.44,1.33,11.17,36.0,16.5,76.1,21.68,0.613,13.54,21.4,34.3,19.9
CHEM-TR-0034,img_train_0034_var02,train,1535.43,67.2,51.1,33.6,22.62,4.54,13.83,32.0,50.6,26.3,73.65,0.98,0.69,26.5,67.3,9.9
CHEM-TR-0034,img_train_0034_var05,train,1535.43,67.3,49.9,33.8,22.27,5.42,13.25,28.0,50.6,26.3,74.02,0.1,36.76,26.0,36.2,18.5
CHEM-TR-0034,img_train_0034_var06,train,1535.43,63.9,46.6,31.9,20.78,5.64,12.52,28.0,51.0,24.7,75.48,0.1,50.42,31.2,45.1,26.3
CHEM-TR-0034,img_train_0034_var07,train,1535.43,67.1,49.1,32.5,21.97,5.68,13.72,30.0,52.2,26.3,74.36,0.967,1.15,19.6,37.6,8.2
CHEM-TR-0034,img_train_0034_var09,train,1535.43,67.6,49.6,33.7,22.21,5.71,13.3,28.0,50.6,26.3,74.1,0.924,2.64,27.8,65.7,30.8
CHEM-TR-0034,img_train_0034_var10,train,1535.43,63.4,45.3,30.1,20.3,6.01,13.05,28.0,52.5,24.7,76.01,0.1,46.0,30.9,78.5,9.5
CHEM-TR-0035,img_train_0035_var02,train,1603.11,59.5,43.8,28.5,19.31,4.85,12.73,30.0,52.5,23.1,76.9,0.1,50.19,25.2,54.9,29.5
CHEM-TR-0035,img_train_0035_var05,train,1603.11,64.8,47.6,31.4,21.2,5.33,13.39,30.0,51.4,25.1,75.08,0.958,1.46,20.8,45.8,18.9
CHEM-TR-0035,img_train_0035_var07,train,1603.11,64.5,47.1,30.5,21.01,5.38,13.76,30.0,52.9,25.1,75.3,0.968,1.11,21.4,67.9,20.5
CHEM-TR-0035,img_train_0035_var08,train,1603.11,69.0,54.0,40.0,23.86,4.35,11.34,28.0,42.0,27.1,72.28,0.1,52.43,32.0,61.1,14.7
CHEM-TR-0035,img_train_0035_var09,train,1603.11,58.9,43.8,28.9,19.22,4.62,12.3,30.0,51.8,22.7,76.96,0.1,49.14,24.4,72.2,15.8
CHEM-TR-0035,img_train_0035_var10,train,1603.11,64.2,47.0,29.7,20.91,5.23,14.16,30.0,54.5,25.1,75.42,0.1,52.14,22.9,68.6,24.7
CHEM-TR-0036,img_train_0036_var01,train,1165.53,88.0,69.2,49.1,30.83,4.92,15.19,32.0,43.5,34.1,65.61,0.986,0.5,28.6,63.5,10.7
CHEM-TR-0036,img_train_0036_var02,train,1165.53,81.8,64.7,46.4,28.74,4.46,13.98,30.0,43.1,31.8,67.56,0.1,45.45,30.4,68.0,30.8
CHEM-TR-0036,img_train_0036_var03,train,1165.53,103.1,102.2,169.4,46.06,17.33,-35.94,240.0,39.6,66.3,69.26,0.1,50.0,28.8,72.1,13.5
CHEM-TR-0036,img_train_0036_var05,train,1165.53,82.0,63.8,46.5,28.47,5.19,13.59,30.0,43.1,31.8,67.85,0.105,31.33,29.2,66.9,9.5
CHEM-TR-0036,img_train_0036_var06,train,1165.53,87.8,68.4,49.8,30.59,5.42,14.46,30.0,43.5,34.1,65.82,0.985,0.51,21.6,43.0,21.6
CHEM-TR-0036,img_train_0036_var07,train,1165.53,86.4,67.1,47.6,30.0,5.27,15.0,30.0,45.5,33.7,66.44,0.1,34.42,24.2,69.3,8.8
CHEM-TR-0036,img_train_0036_var09,train,1165.53,86.9,67.5,48.4,30.2,5.35,14.77,30.0,44.3,33.7,66.23,0.923,2.7,21.8,30.3,12.6
CHEM-TR-0036,img_train_0036_var10,train,1165.53,76.6,58.9,39.9,26.24,4.85,14.71,30.0,48.6,29.8,70.13,0.1,45.35,31.0,69.9,4.5
CHEM-TR-0037,img_train_0037_var01,train,833.05,108.0,90.0,70.0,39.49,4.11,14.29,32.0,34.5,42.0,56.87,0.1,39.79,25.4,75.6,6.5
CHEM-TR-0037,img_train_0037_var02,train,833.05,112.3,93.7,71.9,41.03,4.06,15.31,32.0,36.5,43.9,55.45,0.1,39.72,24.6,60.2,37.5
CHEM-TR-0037,img_train_0037_var03,train,833.05,111.9,93.6,46.0,40.52,1.0,29.69,44.0,58.4,43.5,59.21,0.1,47.54,27.0,47.7,10.9
CHEM-TR-0037,img_train_0037_var04,train,833.05,116.5,94.8,72.7,41.81,5.35,15.95,30.0,38.0,45.5,54.85,0.1,48.61,20.8,36.1,24.8
CHEM-TR-0037,img_train_0037_var05,train,833.05,106.5,90.0,68.7,39.29,3.24,14.8,34.0,35.7,41.6,57.07,0.197,28.1,25.7,33.5,36.5
CHEM-TR-0037,img_train_0037_var06,train,833.05,108.0,90.1,69.4,39.5,3.97,14.69,34.0,35.7,42.0,56.89,0.1,36.81,32.5,56.5,19.4
CHEM-TR-0037,img_train_0037_var07,train,833.05,108.5,90.7,69.9,39.74,3.87,14.7,32.0,36.1,42.4,56.65,0.243,26.51,24.4,78.0,7.8
CHEM-TR-0037,img_train_0037_var08,train,833.05,118.0,101.0,89.0,44.06,4.72,9.3,24.0,24.7,46.3,52.11,0.1,47.4,27.4,64.7,12.7
CHEM-TR-0037,img_train_0037_var09,train,833.05,112.3,92.8,70.8,40.76,4.42,15.64,32.0,37.6,43.9,55.78,0.949,1.79,33.2,38.9,23.2
CHEM-TR-0037,img_train_0037_var10,train,833.05,101.8,84.5,63.7,37.11,3.79,14.79,34.0,37.6,39.6,59.27,0.1,41.96,23.3,69.4,34.0
CHEM-TR-0038,img_train_0038_var01,train,665.53,125.2,108.8,85.8,46.89,2.7,15.26,34.0,32.2,49.0,49.56,0.1,35.1,22.8,47.4,6.6
CHEM-TR-0038,img_train_0038_var02,train,665.53,130.5,110.7,87.9,48.0,4.11,15.64,32.0,32.9,51.0,48.59,0.98,0.7,19.6,47.6,24.8
CHEM-TR-0038,img_train_0038_var03,train,665.53,129.6,111.6,88.5,48.17,3.31,15.48,34.0,31.8,50.6,48.35,0.1,40.56,26.8,37.3,32.1
CHEM-TR-0038,img_train_0038_var04,train,665.53,132.9,111.4,88.9,48.47,4.92,15.68,32.0,33.3,51.8,48.2,0.1,40.89,28.5,46.1,20.6
CHEM-TR-0038,img_train_0038_var05,train,665.53,129.0,111.1,87.5,47.96,3.18,15.76,36.0,32.2,50.2,48.59,0.964,1.27,21.6,49.8,30.6
