image_id,chemical_state_id,split,dose_ppm_min,base_strip_r,base_strip_g,base_strip_b,lighting_condition,lighting_factor,tint_r,tint_g,tint_b,noise_sigma,blur_ksize,rotation_deg,temperature_c,humidity_pct,strip_age_days,image_path
img_train_0013_var09,CHEM-TR-0013,train,789.6,117,98,76,high_sensor_noise,0.873,0.992,0.998,1.005,3.11,0,0.58,26.6,57.6,13.0,synthetic_wristband_dataset\train\img_train_0013_var09.png
img_train_0013_var10,CHEM-TR-0013,train,789.6,117,98,76,mild_angle_shift,1.01,1.034,0.964,0.955,1.06,0,3.09,34.6,55.3,13.1,synthetic_wristband_dataset\train\img_train_0013_var10.png
img_train_0014_var01,CHEM-TR-0014,train,140.02,213,202,181,neutral_daylight,0.99,0.997,0.998,1.018,0.54,0,-0.13,30.7,68.2,27.7,synthetic_wristband_dataset\train\img_train_0014_var01.png
img_train_0014_var02,CHEM-TR-0014,train,140.02,213,202,181,warm_tungsten,0.926,1.179,0.945,0.814,1.15,0,0.94,19.2,49.9,5.7,synthetic_wristband_dataset\train\img_train_0014_var02.png
img_train_0014_var03,CHEM-TR-0014,train,140.02,213,202,181,cool_fluorescent,1.06,0.887,1.0,1.14,0.64,0,-1.26,20.3,36.2,26.6,synthetic_wristband_dataset\train\img_train_0014_var03.png
img_train_0014_var04,CHEM-TR-0014,train,140.02,213,202,181,bright_diffuse,1.237,1.032,1.024,1.015,0.45,0,0.56,24.3,67.7,34.7,synthetic_wristband_dataset\train\img_train_0014_var04.png
img_train_0014_var05,CHEM-TR-0014,train,140.02,213,202,181,dim_underexposed,0.716,0.965,0.934,0.951,2.2,0,-0.8,29.2,68.9,7.9,synthetic_wristband_dataset\train\img_train_0014_var05.png
img_train_0014_var06,CHEM-TR-0014,train,140.02,213,202,181,mild_camera_blur,1.03,0.992,0.984,1.015,1.3,3,0.0,26.7,46.5,35.5,synthetic_wristband_dataset\train\img_train_0014_var06.png
img_train_0014_var07,CHEM-TR-0014,train,140.02,213,202,181,warm_dim_light,0.779,1.14,0.993,0.844,1.78,0,1.98,23.0,34.4,35.1,synthetic_wristband_dataset\train\img_train_0014_var07.png
img_train_0014_var08,CHEM-TR-0014,train,140.02,213,202,181,cool_bright_light,1.158,0.931,0.991,1.087,0.64,0,-2.41,33.0,67.3,37.6,synthetic_wristband_dataset\train\img_train_0014_var08.png
img_train_0014_var09,CHEM-TR-0014,train,140.02,213,202,181,high_sensor_noise,0.922,0.98,1.009,1.011,2.98,0,0.27,33.5,38.1,38.4,synthetic_wristband_dataset\train\img_train_0014_var09.png
img_train_0014_var10,CHEM-TR-0014,train,140.02,213,202,181,mild_angle_shift,1.028,1.042,0.976,0.975,1.02,0,2.97,27.3,36.0,13.7,synthetic_wristband_dataset\train\img_train_0014_var10.png
img_train_0015_var01,CHEM-TR-0015,train,1132.1,90,71,51,neutral_daylight,0.973,1.014,1.0,1.013,0.57,0,-0.22,30.9,57.9,16.9,synthetic_wristband_dataset\train\img_train_0015_var01.png
img_train_0015_var02,CHEM-TR-0015,train,1132.1,90,71,51,warm_tungsten,0.934,1.199,0.968,0.827,0.82,0,0.94,21.7,35.6,13.7,synthetic_wristband_dataset\train\img_train_0015_var02.png
img_train_0015_var03,CHEM-TR-0015,train,1132.1,90,71,51,cool_fluorescent,1.028,0.864,0.995,1.125,0.65,0,-1.55,27.8,34.6,9.7,synthetic_wristband_dataset\train\img_train_0015_var03.png
img_train_0015_var04,CHEM-TR-0015,train,1132.1,90,71,51,bright_diffuse,1.245,1.035,1.014,1.007,0.24,0,0.42,22.6,50.9,21.8,synthetic_wristband_dataset\train\img_train_0015_var04.png
img_train_0015_var05,CHEM-TR-0015,train,1132.1,90,71,51,dim_underexposed,0.748,0.95,0.946,0.94,2.02,0,-0.97,19.1,55.9,23.0,synthetic_wristband_dataset\train\img_train_0015_var05.png
img_train_0015_var06,CHEM-TR-0015,train,1132.1,90,71,51,mild_camera_blur,1.008,0.986,0.985,1.002,1.01,3,0.12,26.9,43.4,26.5,synthetic_wristband_dataset\train\img_train_0015_var06.png
img_train_0015_var07,CHEM-TR-0015,train,1132.1,90,71,51,warm_dim_light,0.77,1.166,0.99,0.852,1.81,0,1.76,24.6,54.4,6.0,synthetic_wristband_dataset\train\img_train_0015_var07.png
img_train_0015_var08,CHEM-TR-0015,train,1132.1,90,71,51,cool_bright_light,1.14,0.91,0.992,1.103,0.51,0,-2.2,30.6,57.4,20.0,synthetic_wristband_dataset\train\img_train_0015_var08.png
img_train_0015_var09,CHEM-TR-0015,train,1132.1,90,71,51,high_sensor_noise,0.887,1.018,1.006,0.988,3.12,0,0.0,26.9,48.3,28.8,synthetic_wristband_dataset\train\img_train_0015_var09.png
img_train_0015_var10,CHEM-TR-0015,train,1132.1,90,71,51,mild_angle_shift,1.023,1.034,0.977,0.952,1.18,0,2.7,25.3,72.3,28.4,synthetic_wristband_dataset\train\img_train_0015_var10.png
img_train_0016_var01,CHEM-TR-0016,train,918.76,106,87,65,neutral_daylight,1.007,1.003,1.002,0.987,0.49,0,-0.17,28.6,38.4,35.6,synthetic_wristband_dataset\train\img_train_0016_var01.png
img_train_0016_var02,CHEM-TR-0016,train,918.76,106,87,65,warm_tungsten,0.949,1.172,0.947,0.812,1.01,0,1.25,32.3,49.9,5.5,synthetic_wristband_dataset\train\img_train_0016_var02.png
img_train_0016_var03,CHEM-TR-0016,train,918.76,106,87,65,cool_fluorescent,1.041,0.887,0.981,1.129,0.9,0,-1.37,30.2,49.3,28.0,synthetic_wristband_dataset\train\img_train_0016_var03.png
img_train_0016_var04,CHEM-TR-0016,train,918.76,106,87,65,bright_diffuse,1.249,1.022,1.023,1.021,0.11,0,0.34,28.9,39.3,35.7,synthetic_wristband_dataset\train\img_train_0016_var04.png
img_train_0016_var05,CHEM-TR-0016,train,918.76,106,87,65,dim_underexposed,0.73,0.954,0.958,0.941,2.17,0,-0.57,31.0,35.9,5.7,synthetic_wristband_dataset\train\img_train_0016_var05.png
img_train_0016_var06,CHEM-TR-0016,train,918.76,106,87,65,mild_camera_blur,1.017,1.003,0.989,1.02,1.18,3,0.23,24.1,42.3,10.3,synthetic_wristband_dataset\train\img_train_0016_var06.png
img_train_0016_var07,CHEM-TR-0016,train,918.76,106,87,65,warm_dim_light,0.773,1.163,0.968,0.839,1.99,0,1.73,25.8,33.2,28.7,synthetic_wristband_dataset\train\img_train_0016_var07.png
img_train_0016_var08,CHEM-TR-0016,train,918.76,106,87,65,cool_bright_light,1.151,0.908,0.967,1.088,0.45,0,-2.0,34.8,34.7,20.1,synthetic_wristband_dataset\train\img_train_0016_var08.png
img_train_0016_var09,CHEM-TR-0016,train,918.76,106,87,65,high_sensor_noise,0.927,0.995,0.998,1.005,2.8,0,0.48,22.7,77.8,19.5,synthetic_wristband_dataset\train\img_train_0016_var09.png
img_train_0016_var10,CHEM-TR-0016,train,918.76,106,87,65,mild_angle_shift,1.023,1.024,0.989,0.949,0.89,0,2.99,32.5,55.1,13.3,synthetic_wristband_dataset\train\img_train_0016_var10.png
img_train_0017_var01,CHEM-TR-0017,train,1599.59,66,49,34,neutral_daylight,1.014,0.996,0.989,0.989,0.44,0,0.09,24.6,64.3,22.4,synthetic_wristband_dataset\train\img_train_0017_var01.png
img_train_0017_var02,CHEM-TR-0017,train,1599.59,66,49,34,warm_tungsten,0.903,1.183,0.979,0.809,1.19,0,1.08,25.8,61.9,10.9,synthetic_wristband_dataset\train\img_train_0017_var02.png
img_train_0017_var03,CHEM-TR-0017,train,1599.59,66,49,34,cool_fluorescent,1.061,0.882,0.988,1.128,0.85,0,-1.57,27.4,50.6,7.6,synthetic_wristband_dataset\train\img_train_0017_var03.png
img_train_0017_var04,CHEM-TR-0017,train,1599.59,66,49,34,bright_diffuse,1.197,1.007,1.027,1.035,0.24,0,0.8,33.1,76.5,14.4,synthetic_wristband_dataset\train\img_train_0017_var04.png
img_train_0017_var05,CHEM-TR-0017,train,1599.59,66,49,34,dim_underexposed,0.749,0.94,0.953,0.966,2.09,0,-0.76,32.7,36.9,27.4,synthetic_wristband_dataset\train\img_train_0017_var05.png
img_train_0017_var06,CHEM-TR-0017,train,1599.59,66,49,34,mild_camera_blur,0.997,0.998,0.995,0.996,1.06,3,0.21,23.5,65.7,10.3,synthetic_wristband_dataset\train\img_train_0017_var06.png
img_train_0017_var07,CHEM-TR-0017,train,1599.59,66,49,34,warm_dim_light,0.779,1.157,0.977,0.86,1.78,0,1.87,34.2,46.5,23.4,synthetic_wristband_dataset\train\img_train_0017_var07.png
img_train_0017_var08,CHEM-TR-0017,train,1599.59,66,49,34,cool_bright_light,1.145,0.927,0.998,1.108,0.45,0,-2.2,24.2,35.9,38.7,synthetic_wristband_dataset\train\img_train_0017_var08.png
img_train_0017_var09,CHEM-TR-0017,train,1599.59,66,49,34,high_sensor_noise,0.904,0.995,0.999,0.998,3.1,0,0.05,29.1,36.7,9.8,synthetic_wristband_dataset\train\img_train_0017_var09.png
img_train_0017_var10,CHEM-TR-0017,train,1599.59,66,49,34,mild_angle_shift,1.03,1.047,0.981,0.958,1.08,0,3.02,21.3,79.5,18.6,synthetic_wristband_dataset\train\img_train_0017_var10.png
img_train_0018_var01,CHEM-TR-0018,train,918.09,106,87,65,neutral_daylight,0.977,0.999,1.018,1.008,0.53,0,0.07,19.4,73.6,13.0,synthetic_wristband_dataset\train\img_train_0018_var01.png
img_train_0018_var02,CHEM-TR-0018,train,918.09,106,87,65,warm_tungsten,0.944,1.182,0.968,0.836,0.87,0,1.06,22.7,43.0,6.6,synthetic_wristband_dataset\train\img_train_0018_var02.png
img_train_0018_var03,CHEM-TR-0018,train,918.09,106,87,65,cool_fluorescent,1.056,0.861,0.973,1.129,0.67,0,-1.28,19.2,65.6,29.3,synthetic_wristband_dataset\train\img_train_0018_var03.png
img_train_0018_var04,CHEM-TR-0018,train,918.09,106,87,65,bright_diffuse,1.218,1.036,1.008,1.035,0.38,0,0.44,21.9,53.3,25.8,synthetic_wristband_dataset\train\img_train_0018_var04.png
img_train_0018_var05,CHEM-TR-0018,train,918.09,106,87,65,dim_underexposed,0.705,0.941,0.962,0.947,2.18,0,-0.54,33.9,34.2,27.2,synthetic_wristband_dataset\train\img_train_0018_var05.png
img_train_0018_var06,CHEM-TR-0018,train,918.09,106,87,65,mild_camera_blur,0.973,0.994,1.01,0.984,1.07,3,-0.05,24.4,54.0,26.6,synthetic_wristband_dataset\train\img_train_0018_var06.png
img_train_0018_var07,CHEM-TR-0018,train,918.09,106,87,65,warm_dim_light,0.807,1.149,0.978,0.842,1.65,0,2.25,22.8,66.7,14.4,synthetic_wristband_dataset\train\img_train_0018_var07.png
img_train_0018_var08,CHEM-TR-0018,train,918.09,106,87,65,cool_bright_light,1.144,0.915,0.961,1.086,0.51,0,-2.15,21.1,72.7,8.0,synthetic_wristband_dataset\train\img_train_0018_var08.png
img_train_0018_var09,CHEM-TR-0018,train,918.09,106,87,65,high_sensor_noise,0.889,1.002,1.015,0.994,2.88,0,0.22,25.3,31.7,27.0,synthetic_wristband_dataset\train\img_train_0018_var09.png
img_train_0018_var10,CHEM-TR-0018,train,918.09,106,87,65,mild_angle_shift,1.026,1.053,0.982,0.975,0.88,0,2.95,34.9,46.8,7.5,synthetic_wristband_dataset\train\img_train_0018_var10.png
img_train_0019_var01,CHEM-TR-0019,train,971.42,101,82,61,neutral_daylight,0.999,1.018,1.007,0.997,0.55,0,-0.13,34.5,78.1,27.6,synthetic_wristband_dataset\train\img_train_0019_var01.png
img_train_0019_var02,CHEM-TR-0019,train,971.42,101,82,61,warm_tungsten,0.907,1.174,0.963,0.803,1.16,0,1.34,28.6,32.5,35.6,synthetic_wristband_dataset\train\img_train_0019_var02.png
img_train_0019_var03,CHEM-TR-0019,train,971.42,101,82,61,cool_fluorescent,1.038,0.881,0.989,1.142,0.87,0,-1.22,32.9,38.1,10.3,synthetic_wristband_dataset\train\img_train_0019_var03.png
img_train_0019_var04,CHEM-TR-0019,train,971.42,101,82,61,bright_diffuse,1.237,1.009,1.023,1.037,0.2,0,0.2,22.3,48.5,27.9,synthetic_wristband_dataset\train\img_train_0019_var04.png
img_train_0019_var05,CHEM-TR-0019,train,971.42,101,82,61,dim_underexposed,0.724,0.959,0.967,0.94,2.19,0,-0.8,21.8,55.7,31.1,synthetic_wristband_dataset\train\img_train_0019_var05.png
img_train_0019_var06,CHEM-TR-0019,train,971.42,101,82,61,mild_camera_blur,1.021,0.996,0.999,0.986,1.04,3,0.19,33.0,49.0,21.1,synthetic_wristband_dataset\train\img_train_0019_var06.png
img_train_0019_var07,CHEM-TR-0019,train,971.42,101,82,61,warm_dim_light,0.794,1.137,0.962,0.84,1.62,0,1.89,21.9,35.9,6.7,synthetic_wristband_dataset\train\img_train_0019_var07.png
img_train_0019_var08,CHEM-TR-0019,train,971.42,101,82,61,cool_bright_light,1.141,0.908,0.979,1.098,0.79,0,-2.17,27.2,41.0,16.8,synthetic_wristband_dataset\train\img_train_0019_var08.png
img_train_0019_var09,CHEM-TR-0019,train,971.42,101,82,61,high_sensor_noise,0.889,1.01,1.013,0.985,2.84,0,0.48,33.1,41.9,7.2,synthetic_wristband_dataset\train\img_train_0019_var09.png
img_train_0019_var10,CHEM-TR-0019,train,971.42,101,82,61,mild_angle_shift,1.012,1.058,0.99,0.975,0.93,0,3.01,27.9,72.8,14.6,synthetic_wristband_dataset\train\img_train_0019_var10.png
img_train_0020_var01,CHEM-TR-0020,train,1966.23,55,40,26,neutral_daylight,0.995,0.997,0.985,1.001,0.61,0,-0.16,23.5,43.3,13.2,synthetic_wristband_dataset\train\img_train_0020_var01.png
img_train_0020_var02,CHEM-TR-0020,train,1966.23,55,40,26,warm_tungsten,0.95,1.162,0.974,0.835,0.95,0,1.28,30.8,78.7,22.8,synthetic_wristband_dataset\train\img_train_0020_var02.png
img_train_0020_var03,CHEM-TR-0020,train,1966.23,55,40,26,cool_fluorescent,1.022,0.865,0.971,1.145,0.71,0,-1.71,27.9,46.1,8.2,synthetic_wristband_dataset\train\img_train_0020_var03.png
img_train_0020_var04,CHEM-TR-0020,train,1966.23,55,40,26,bright_diffuse,1.248,1.018,1.025,1.021,0.17,0,0.46,22.2,37.0,27.3,synthetic_wristband_dataset\train\img_train_0020_var04.png
img_train_0020_var05,CHEM-TR-0020,train,1966.23,55,40,26,dim_underexposed,0.701,0.969,0.955,0.961,2.35,0,-0.91,30.3,54.9,5.2,synthetic_wristband_dataset\train\img_train_0020_var05.png
img_train_0020_var06,CHEM-TR-0020,train,1966.23,55,40,26,mild_camera_blur,0.99,0.989,1.014,1.004,1.22,3,0.19,34.3,58.8,37.4,synthetic_wristband_dataset\train\img_train_0020_var06.png
img_train_0020_var07,CHEM-TR-0020,train,1966.23,55,40,26,warm_dim_light,0.818,1.159,0.992,0.862,1.99,0,2.17,28.0,31.9,28.5,synthetic_wristband_dataset\train\img_train_0020_var07.png
img_train_0020_var08,CHEM-TR-0020,train,1966.23,55,40,26,cool_bright_light,1.177,0.902,0.969,1.08,0.42,0,-2.34,22.3,46.6,12.0,synthetic_wristband_dataset\train\img_train_0020_var08.png
img_train_0020_var09,CHEM-TR-0020,train,1966.23,55,40,26,high_sensor_noise,0.877,1.011,1.014,0.996,2.95,0,0.43,21.1,47.2,23.1,synthetic_wristband_dataset\train\img_train_0020_var09.png
img_train_0020_var10,CHEM-TR-0020,train,1966.23,55,40,26,mild_angle_shift,1.006,1.024,0.967,0.947,0.81,0,2.69,19.9,38.7,23.4,synthetic_wristband_dataset\train\img_train_0020_var10.png
img_train_0021_var01,CHEM-TR-0021,train,579.18,141,123,99,neutral_daylight,1.015,1.012,0.991,1.008,0.36,0,-0.17,27.4,43.1,30.5,synthetic_wristband_dataset\train\img_train_0021_var01.png
img_train_0021_var02,CHEM-TR-0021,train,579.18,141,123,99,warm_tungsten,0.926,1.193,0.962,0.825,1.15,0,1.47,27.9,63.6,34.4,synthetic_wristband_dataset\train\img_train_0021_var02.png
img_train_0021_var03,CHEM-TR-0021,train,579.18,141,123,99,cool_fluorescent,1.046,0.87,0.967,1.14,0.71,0,-1.64,24.9,39.1,33.2,synthetic_wristband_dataset\train\img_train_0021_var03.png
img_train_0021_var04,CHEM-TR-0021,train,579.18,141,123,99,bright_diffuse,1.241,1.013,1.014,1.02,0.3,0,0.4,30.9,44.6,36.5,synthetic_wristband_dataset\train\img_train_0021_var04.png
img_train_0021_var05,CHEM-TR-0021,train,579.18,141,123,99,dim_underexposed,0.748,0.954,0.968,0.952,2.1,0,-0.79,34.3,45.8,21.6,synthetic_wristband_dataset\train\img_train_0021_var05.png
img_train_0021_var06,CHEM-TR-0021,train,579.18,141,123,99,mild_camera_blur,0.995,1.012,0.995,1.013,1.24,3,0.01,25.6,31.7,31.6,synthetic_wristband_dataset\train\img_train_0021_var06.png
img_train_0021_var07,CHEM-TR-0021,train,579.18,141,123,99,warm_dim_light,0.815,1.135,0.96,0.858,1.93,0,1.83,29.9,63.4,5.0,synthetic_wristband_dataset\train\img_train_0021_var07.png
img_train_0021_var08,CHEM-TR-0021,train,579.18,141,123,99,cool_bright_light,1.128,0.929,0.98,1.107,0.65,0,-2.49,22.1,62.2,15.7,synthetic_wristband_dataset\train\img_train_0021_var08.png
img_train_0021_var09,CHEM-TR-0021,train,579.18,141,123,99,high_sensor_noise,0.889,1.003,0.991,1.007,3.02,0,0.38,32.2,78.2,17.7,synthetic_wristband_dataset\train\img_train_0021_var09.png
img_train_0021_var10,CHEM-TR-0021,train,579.18,141,123,99,mild_angle_shift,1.042,1.041,0.996,0.97,1.09,0,2.95,27.0,56.2,6.8,synthetic_wristband_dataset\train\img_train_0021_var10.png
img_train_0022_var01,CHEM-TR-0022,train,1146.17,89,70,51,neutral_daylight,1.002,1.006,0.989,1.011,0.62,0,0.02,19.7,33.7,6.5,synthetic_wristband_dataset\train\img_train_0022_var01.png
img_train_0022_var02,CHEM-TR-0022,train,1146.17,89,70,51,warm_tungsten,0.933,1.179,0.953,0.814,1.12,0,1.4,34.9,52.8,17.5,synthetic_wristband_dataset\train\img_train_0022_var02.png
img_train_0022_var03,CHEM-TR-0022,train,1146.17,89,70,51,cool_fluorescent,1.058,0.866,0.968,1.131,0.75,0,-1.68,21.6,44.4,25.6,synthetic_wristband_dataset\train\img_train_0022_var03.png
img_train_0022_var04,CHEM-TR-0022,train,1146.17,89,70,51,bright_diffuse,1.223,1.011,1.018,1.033,0.38,0,0.77,25.8,77.7,20.8,synthetic_wristband_dataset\train\img_train_0022_var04.png
img_train_0022_var05,CHEM-TR-0022,train,1146.17,89,70,51,dim_underexposed,0.694,0.946,0.954,0.957,2.29,0,-0.87,34.8,63.0,7.1,synthetic_wristband_dataset\train\img_train_0022_var05.png
img_train_0022_var06,CHEM-TR-0022,train,1146.17,89,70,51,mild_camera_blur,1.016,0.992,1.01,0.996,1.39,3,-0.07,34.8,60.0,22.7,synthetic_wristband_dataset\train\img_train_0022_var06.png
img_train_0022_var07,CHEM-TR-0022,train,1146.17,89,70,51,warm_dim_light,0.79,1.136,0.974,0.866,1.62,0,2.28,34.1,37.3,18.6,synthetic_wristband_dataset\train\img_train_0022_var07.png
img_train_0022_var08,CHEM-TR-0022,train,1146.17,89,70,51,cool_bright_light,1.133,0.936,0.971,1.104,0.79,0,-2.46,25.3,76.7,22.6,synthetic_wristband_dataset\train\img_train_0022_var08.png
img_train_0022_var09,CHEM-TR-0022,train,1146.17,89,70,51,high_sensor_noise,0.905,0.988,1.017,0.994,3.18,0,0.29,34.6,53.5,13.9,synthetic_wristband_dataset\train\img_train_0022_var09.png
img_train_0022_var10,CHEM-TR-0022,train,1146.17,89,70,51,mild_angle_shift,1.034,1.053,0.971,0.979,1.01,0,2.82,21.1,73.4,12.8,synthetic_wristband_dataset\train\img_train_0022_var10.png
img_train_0023_var01,CHEM-TR-0023,train,1564.95,68,50,34,neutral_daylight,0.98,0.997,1.004,0.998,0.37,0,-0.27,29.5,74.2,9.2,synthetic_wristband_dataset\train\img_train_0023_var01.png
img_train_0023_var02,CHEM-TR-0023,train,1564.95,68,50,34,warm_tungsten,0.929,1.172,0.949,0.811,0.81,0,1.39,21.7,58.8,18.9,synthetic_wristband_dataset\train\img_train_0023_var02.png
img_train_0023_var03,CHEM-TR-0023,train,1564.95,68,50,34,cool_fluorescent,1.078,0.872,0.961,1.151,0.72,0,-1.68,31.8,44.2,19.8,synthetic_wristband_dataset\train\img_train_0023_var03.png
img_train_0023_var04,CHEM-TR-0023,train,1564.95,68,50,34,bright_diffuse,1.225,1.032,1.039,1.038,0.42,0,0.5,30.3,76.0,31.0,synthetic_wristband_dataset\train\img_train_0023_var04.png
img_train_0023_var05,CHEM-TR-0023,train,1564.95,68,50,34,dim_underexposed,0.711,0.97,0.942,0.967,2.03,0,-0.5,24.4,71.4,6.6,synthetic_wristband_dataset\train\img_train_0023_var05.png
img_train_0023_var06,CHEM-TR-0023,train,1564.95,68,50,34,mild_camera_blur,1.002,0.987,1.012,0.992,1.19,3,-0.27,19.4,66.9,9.3,synthetic_wristband_dataset\train\img_train_0023_var06.png
img_train_0023_var07,CHEM-TR-0023,train,1564.95,68,50,34,warm_dim_light,0.783,1.141,0.995,0.834,1.93,0,2.01,21.4,57.7,22.0,synthetic_wristband_dataset\train\img_train_0023_var07.png
img_train_0023_var08,CHEM-TR-0023,train,1564.95,68,50,34,cool_bright_light,1.163,0.914,0.971,1.119,0.41,0,-2.18,25.0,63.2,34.6,synthetic_wristband_dataset\train\img_train_0023_var08.png
img_train_0023_var09,CHEM-TR-0023,train,1564.95,68,50,34,high_sensor_noise,0.921,0.992,0.992,0.993,3.11,0,0.08,25.3,45.7,4.1,synthetic_wristband_dataset\train\img_train_0023_var09.png
img_train_0023_var10,CHEM-TR-0023,train,1564.95,68,50,34,mild_angle_shift,0.993,1.025,0.981,0.941,0.96,0,2.54,19.4,49.5,10.6,synthetic_wristband_dataset\train\img_train_0023_var10.png
img_train_0024_var01,CHEM-TR-0024,train,1202.4,86,67,48,neutral_daylight,0.977,1.02,0.987,0.992,0.59,0,0.08,32.9,76.2,29.4,synthetic_wristband_dataset\train\img_train_0024_var01.png
img_train_0024_var02,CHEM-TR-0024,train,1202.4,86,67,48,warm_tungsten,0.925,1.18,0.946,0.801,0.91,0,1.21,32.4,64.8,12.4,synthetic_wristband_dataset\train\img_train_0024_var02.png
img_train_0024_var03,CHEM-TR-0024,train,1202.4,86,67,48,cool_fluorescent,1.075,0.862,0.965,1.155,0.64,0,-1.71,32.9,72.7,14.0,synthetic_wristband_dataset\train\img_train_0024_var03.png
img_train_0024_var04,CHEM-TR-0024,train,1202.4,86,67,48,bright_diffuse,1.25,1.005,1.032,1.023,0.44,0,0.47,31.6,47.2,30.2,synthetic_wristband_dataset\train\img_train_0024_var04.png
img_train_0024_var05,CHEM-TR-0024,train,1202.4,86,67,48,dim_underexposed,0.747,0.933,0.949,0.956,2.37,0,-1.08,31.7,47.4,32.2,synthetic_wristband_dataset\train\img_train_0024_var05.png
img_train_0024_var06,CHEM-TR-0024,train,1202.4,86,67,48,mild_camera_blur,0.998,0.983,1.009,0.981,1.3,3,-0.25,30.5,70.6,19.8,synthetic_wristband_dataset\train\img_train_0024_var06.png
img_train_0024_var07,CHEM-TR-0024,train,1202.4,86,67,48,warm_dim_light,0.814,1.146,0.977,0.834,1.64,0,2.01,23.8,64.3,31.0,synthetic_wristband_dataset\train\img_train_0024_var07.png
img_train_0024_var08,CHEM-TR-0024,train,1202.4,86,67,48,cool_bright_light,1.162,0.915,0.974,1.081,0.42,0,-2.22,19.9,32.1,22.2,synthetic_wristband_dataset\train\img_train_0024_var08.png
img_train_0024_var09,CHEM-TR-0024,train,1202.4,86,67,48,high_sensor_noise,0.878,0.988,1.01,1.016,2.96,0,0.52,29.1,38.6,5.5,synthetic_wristband_dataset\train\img_train_0024_var09.png
img_train_0024_var10,CHEM-TR-0024,train,1202.4,86,67,48,mild_angle_shift,0.99,1.028,0.994,0.954,0.92,0,2.68,19.0,57.8,19.6,synthetic_wristband_dataset\train\img_train_0024_var10.png
img_train_0025_var01,CHEM-TR-0025,train,454.18,158,141,117,neutral_daylight,1.025,0.996,1.01,1.009,0.62,0,-0.24,32.8,37.7,30.2,synthetic_wristband_dataset\train\img_train_0025_var01.png
img_train_0025_var02,CHEM-TR-0025,train,454.18,158,141,117,warm_tungsten,0.927,1.18,0.963,0.833,1.16,0,1.25,30.3,46.0,22.8,synthetic_wristband_dataset\train\img_train_0025_var02.png
img_train_0025_var03,CHEM-TR-0025,train,454.18,158,141,117,cool_fluorescent,1.056,0.873,0.966,1.126,0.7,0,-1.39,33.0,53.0,38.7,synthetic_wristband_dataset\train\img_train_0025_var03.png
img_train_0025_var04,CHEM-TR-0025,train,454.18,158,141,117,bright_diffuse,1.191,1.018,1.027,1.04,0.4,0,0.58,19.6,72.5,24.4,synthetic_wristband_dataset\train\img_train_0025_var04.png
img_train_0025_var05,CHEM-TR-0025,train,454.18,158,141,117,dim_underexposed,0.705,0.947,0.968,0.96,2.39,0,-0.89,34.7,31.1,4.4,synthetic_wristband_dataset\train\img_train_0025_var05.png
